"","cluster","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8"
"128",126,-0.420140630910556,0.229932183379967,-0.214795558498056,0.0507029041552652,0.282565604726178,-0.215492804686124,0.0794527782202825,0.622045347779518
"129",127,1.60631173761283,-0.616639094005263,0.0444814102636571,-0.149893741532211,0.0518163953176507,0.093798372092964,-0.0912638184095942,0.28950721508043
"130",128,1.62953730909576,-0.106385248659822,-0.249609672447972,-0.289147450219231,0.410911845920123,-0.0123438012016179,0.0109776775975063,0.370505940331754
"131",129,0.634510729899643,-0.13048230512536,-0.157434423772377,-0.0181774596639361,0.365861161000045,-0.223459481480636,-0.187811356033688,0.45077142439949
"132",130,2.47672835772603,-0.0137884319977117,-0.430199519575503,0.550773984575634,0.109793085152026,-0.301557426032191,-0.325903190244392,0.288722085786957
"133",131,1.04036288314858,-0.139301505582607,-0.586513771165866,-0.187066791875182,0.0470050796173011,-0.341801538369071,-0.0902611837356033,0.285937142915001
"134",132,3.01640413411415,-0.310205060018234,-0.201595101258769,-0.0323409519647464,0.19789862522365,0.230070537459803,-0.0347471403650092,0.0142325482321634
"135",133,2.9163310199989,0.0228945371591984,-0.614954794547314,0.0274914444445931,-0.170575113912598,0.0533485009574011,-0.0129346051784647,0.178977264627408
"136",134,3.12929533232322,-0.123784446706023,-0.587162718326647,0.189895863890704,-0.149205145079639,0.0864152851253087,-0.0585391302647159,0.151296328958447
"137",135,3.326006191182,-0.39912140311921,-0.131502324002933,0.0675247584825629,0.172016123021528,0.244206169176452,0.203810752494514,-0.136685055306904
"138",136,2.64100202140943,-0.406054798878397,0.18067573821244,0.309835730936949,0.367977819808704,0.212421861604683,0.22127554911902,0.00188955639248464
"139",137,3.4803877684238,-0.455749817795546,-0.380276562285203,0.0172870522008137,-0.135155658655749,0.133684054374099,0.115108792400046,-0.196234241131839
"140",138,2.36377807895485,-0.121125019791852,-0.298333954169568,0.0363888579952466,0.0950910270533996,0.0317333641795501,0.0246771424696685,0.0981093765281298
"141",139,1.49548402676461,-0.224521558316787,-0.12202789541658,-0.016267467396906,0.344582304951946,-0.0608956679422739,-0.103517551451909,0.33767618699581
"142",140,0.705995114160009,0.0612186309305077,-0.176152711625869,0.0106136397981695,0.300271736541779,-0.110003052490783,0.105701915280595,0.425624720843542
"143",141,1.47725094580018,-0.0467765061231031,-0.243339581154585,0.0229226982529095,0.165354653958561,-0.0647747299022022,0.0587909511571318,0.275908636837974
"144",142,1.82912539853425,-0.484790866797046,-0.332310191053779,-0.1102978473275,0.16039037402482,-0.186103666763864,-0.202209553514202,-0.0159293244615902
"145",143,1.93630058081281,-0.415557248369289,-0.466159856173337,-0.115031475727729,0.0825780156035685,-0.174113930459511,-0.15763222190921,0.293113107989368
"146",144,3.8700692109739,-0.369117029547244,-0.562488839095351,0.146148167375931,-0.213447391555808,0.254902287146377,0.0870231838371551,-0.0649639961774234
"147",145,3.28226392622237,-0.600492774218297,-0.296006197431654,-0.172622530061467,0.0674775598372947,0.146197577498557,-0.0734302149612012,-0.0328405989545038
"148",146,1.81315509647475,0.470569568235545,-0.468985593326932,0.239334936492308,0.332657809392852,-0.631483657459539,-0.268751969524311,0.140357119529407
"149",147,2.91269611618902,-0.454598538275045,-0.395124654955891,0.0618619231840448,-0.102044771224036,0.12193412990887,0.00896944241707422,0.263536158128514
"150",148,2.99029801409849,-0.0405697743088048,-0.591257505960174,0.132528374502162,0.102703480866004,-0.236514679919784,-0.147625914043776,0.159057434463342
"151",149,3.76717826645658,-0.326059936850096,-0.721681240367032,-0.161632576239908,-0.189769480674749,0.186170174818461,0.0238435096988151,0.0687027729498505
"152",150,3.73028840255046,-0.306182724345706,-0.71651619637019,-0.0240339051079212,-0.0113834745770689,0.0546412625546041,-0.0674230991383037,0.0859088788416052
"153",151,2.66659893309372,-0.855123595821504,-0.502200132952228,-0.293627390891886,-0.217967803332971,0.0395179488661278,-0.149866769191243,0.191640645534892
